volatileacidity,citricacid,residualsugar,chlorides,freesulfurdioxide,totalsulfurdioxide,density,sulphates,alcohol
0.13,0.49,1.0,0.027999999999999997,6,24,0.993,0.32,9.9
0.49,0.49,7.0,0.043,29,149,0.995,0.33,10.0
0.29,0.3,6.5,0.209,62,156,0.995,0.4,9.4
0.19,0.25,1.2,0.052000000000000005,34,181,0.9940000000000001,0.42,9.4
0.35,0.31,2.6,0.036000000000000004,37,92,0.9890000000000001,0.53,12.8
0.29,0.29,3.2,0.044000000000000004,41,117,0.992,0.35,11.5
0.32,0.5,2.6,0.049,17,155,0.993,0.64,10.0
0.24,0.33,4.8,0.04,16,131,0.9940000000000001,0.64,10.7
0.12,0.29,10.3,0.039,41,98,0.996,0.38,9.8
0.42,0.29,4.1,0.03,31,100,0.991,0.32,12.8
0.24,0.33,15.8,0.035,16,132,0.996,0.37,12.1
0.33,0.32,1.2,0.053,38,138,0.991,0.28,11.2
0.19,0.32,7.1,0.019,54,188,0.9940000000000001,0.37,11.1
0.29,0.21,1.3,0.055,42,168,0.991,0.43,11.1
0.14,0.28,1.8,0.040999999999999995,44,178,0.995,0.43,9.2
0.23,0.32,1.9,0.038,40,118,0.991,0.53,11.8
0.23,0.4,4.2,0.03,29,118,0.9890000000000001,0.36,12.8
0.19,0.28,3.6,0.033,16,78,0.993,0.78,11.4
0.21,0.35,5.7,0.043,47,197,0.9940000000000001,0.5,10.1
0.59,0.2,10.4,0.086,17,94,0.997,0.4,9.4
0.38,0.4,3.3,0.054000000000000006,29,147,0.995,0.52,9.1
0.15,0.31,1.1,0.044000000000000004,25,96,0.993,0.51,10.3
0.4,0.37,8.9,0.053,36,148,0.996,0.5,9.3
0.25,0.47,4.1,0.040999999999999995,95,163,0.992,0.59,11.3
0.24,0.35,1.0,0.052000000000000005,35,146,0.993,0.44,10.0
0.29,0.27,1.7,0.024,13,76,0.9890000000000001,0.51,12.6
0.31,0.33,1.2,0.036000000000000004,23,99,0.992,0.6,10.5
0.5,0.13,5.0,0.027999999999999997,12,107,0.991,0.88,13.5
0.43,0.3,5.7,0.039,24,98,0.992,0.61,12.3
0.16,0.3,1.4,0.064,34,166,0.991,0.42,11.4
0.29,0.67,8.1,0.037000000000000005,53,166,0.997,0.41,8.9
0.34,0.4,8.1,0.046,68,170,0.995,0.5,9.6
0.26,0.33,10.3,0.039,73,212,0.997,0.49,9.5
0.3,0.3,2.5,0.040999999999999995,29,82,0.991,0.61,11.8
0.31,0.44,6.7,0.054000000000000006,29,160,0.995,0.44,9.6
0.22,0.49,9.6,0.037000000000000005,53,154,0.995,0.33,10.6
0.28,0.24,8.5,0.031,32,172,0.996,0.57,9.7
0.21,0.49,18.2,0.042,41,158,1.0,0.39,8.7
0.22,0.32,16.9,0.055999999999999994,49,158,1.0,0.38,9.6
0.26,0.74,13.6,0.05,56,162,0.998,0.44,8.8
0.23,0.24,3.9,0.045,36,138,0.992,0.64,11.3
0.29,0.37,8.3,0.044000000000000004,45,227,0.997,0.47,9.0
0.19,0.25,1.4,0.051,41,107,0.9940000000000001,0.66,10.5
0.27,0.32,6.3,0.048,47,159,0.993,0.6,11.0
0.12,0.29,10.3,0.039,41,98,0.996,0.38,9.8
0.27,0.43,1.6,0.035,31,128,0.992,0.5,12.3
0.29,0.26,7.0,0.04,18,113,0.9940000000000001,0.38,10.2
0.23,0.39,2.5,0.172,63,158,0.9940000000000001,0.36,9.4
0.22,0.34,5.0,0.032,36,93,0.99,0.36,13.5
0.35,0.38,7.4,0.036000000000000004,20,196,0.997,0.48,9.1
0.24,0.34,1.2,0.045,6,132,0.991,0.46,11.2
0.48,0.33,4.0,0.047,16,81,0.99,0.53,13.4
0.34,0.3,11.1,0.047,28,237,0.998,0.49,8.7
0.55,0.13,1.7,0.073,21,165,0.9940000000000001,0.58,9.2
0.33,0.41,16.8,0.037000000000000005,58,173,0.9990000000000001,0.57,9.4
0.28,0.46,15.4,0.059000000000000004,32,177,1.0,0.58,9.0
0.15,0.34,1.4,0.039,21,177,0.993,0.62,10.8
0.2,0.24,1.6,0.026000000000000002,26,189,0.991,0.74,12.1
0.23,0.48,2.2,0.115,29,104,0.992,0.58,12.1
0.33,0.26,5.1,0.051,16,119,0.9940000000000001,0.41,9.2
0.41,0.27,10.7,0.11,20,103,0.997,0.41,9.0
0.41,0.33,10.1,0.043,28,152,0.997,0.52,9.4
0.32,0.26,2.1,0.062,26,87,0.99,0.47,12.8
0.25,0.28,7.7,0.053,37,132,0.995,0.5,9.4
0.18,0.72,9.6,0.039,53,151,0.998,0.46,8.9
0.27,0.32,4.5,0.24,61,174,0.995,0.48,9.4
0.21,0.36,15.7,0.045,68,183,0.9990000000000001,0.76,9.4
0.23,0.33,1.8,0.036000000000000004,23,96,0.993,0.4,10.8
0.26,0.26,4.0,0.079,36,216,0.996,0.68,9.5
0.29,0.2,12.6,0.045,45,187,0.997,0.42,9.5
0.18,0.28,7.1,0.040999999999999995,29,110,0.997,0.42,9.2
0.3,0.2,1.1,0.077,48,166,0.9940000000000001,0.54,8.7
0.26,0.41,2.2,0.049,29,111,0.9940000000000001,0.44,10.0
0.15,0.41,12.9,0.044000000000000004,80,183,0.997,0.78,10.2
0.26,0.53,12.7,0.047,61,156,0.998,0.45,9.1
0.22,0.26,1.5,0.04,32,172,0.992,0.48,11.2
0.24,0.32,9.0,0.031,41,134,0.992,0.26,12.3
0.23,0.32,1.5,0.040999999999999995,8,72,0.9890000000000001,0.39,12.7
0.55,0.45,12.0,0.049,27,186,0.997,0.5,9.3
0.22,0.4,1.9,0.031,25,111,0.99,0.3,11.8
0.32,0.38,2.6,0.033,10,69,0.991,0.59,10.8
0.49,0.13,4.5,0.039,17,116,0.991,0.9,13.7
0.32,0.24,1.5,0.036000000000000004,38,124,0.99,0.42,12.4
0.56,0.09,1.5,0.071,19,117,0.995,0.53,9.8
0.21,0.27,8.6,0.055999999999999994,26,111,0.996,0.52,9.5
0.21,0.38,0.8,0.02,22,98,0.9890000000000001,0.32,11.8
0.18,0.3,1.0,0.031,23,73,0.99,0.52,11.3
0.36,0.48,13.5,0.038,44,116,0.998,0.48,9.2
0.39,0.26,9.9,0.059000000000000004,33,181,0.996,0.42,10.9
0.19,0.3,12.8,0.053,49,212,0.9990000000000001,0.49,9.1
0.23,0.27,2.6,0.035,39,120,0.991,0.59,11.3
0.25,0.28,14.4,0.055,55,205,0.9990000000000001,0.38,9.0
0.19,0.26,7.4,0.034,33,123,0.995,0.42,10.1
0.22,0.28,7.2,0.06,41,132,0.9940000000000001,0.59,11.3
0.25,0.45,2.3,0.045,40,118,0.991,0.48,11.9
0.14,0.34,1.3,0.055,50,153,0.995,0.8,9.6
0.4,0.0,1.4,0.042,7,55,0.991,0.38,11.2
0.3,0.34,1.2,0.048,4,119,0.991,0.34,12.1
0.29,0.25,1.4,0.033,30,114,0.988,0.43,13.2
0.32,0.55,16.6,0.055999999999999994,53,238,1.002,0.58,8.7
0.27,0.42,2.6,0.044000000000000004,29,110,0.991,0.51,12.7
0.24,0.47,6.3,0.069,35,182,0.9940000000000001,0.46,9.7
0.18,0.24,4.8,0.040999999999999995,30,113,0.9940000000000001,0.4,9.4
0.27,0.4,1.7,0.021,18,82,0.9890000000000001,0.95,13.1
0.24,0.34,1.9,0.036000000000000004,4,117,0.99,0.44,12.2
0.16,0.36,1.2,0.043,21,90,0.993,0.42,11.0
0.18,0.26,2.2,0.023,21,95,0.9890000000000001,0.54,12.3
0.33,0.2,16.1,0.047,26,166,0.998,0.46,8.9
0.26,0.24,1.9,0.043,70,154,0.993,0.52,10.5
0.13,0.42,1.1,0.043,63,146,0.991,0.72,11.2
0.25,0.32,1.5,0.054000000000000006,24,105,0.992,0.48,11.1
0.37,0.32,1.4,0.037000000000000005,27,126,0.992,0.62,12.0
0.34,0.4,8.1,0.046,68,170,0.995,0.5,9.5
0.28,0.43,1.7,0.08,21,123,0.991,0.42,12.8
0.18,0.35,1.0,0.045,39,108,0.991,0.35,10.9
0.39,0.34,5.9,0.055,33,128,0.993,0.51,11.8
0.43,0.31,3.6,0.046,19,143,0.99,0.34,12.0
0.26,0.49,3.2,0.027000000000000003,28,87,0.992,0.32,11.3
0.32,0.32,8.7,0.028999999999999998,31,105,0.991,0.34,12.3
0.28,0.09,10.9,0.051,37,131,0.996,0.62,9.5
0.36,0.36,6.7,0.185,52,151,0.995,0.42,9.3
0.33,0.3,3.8,0.036000000000000004,34,88,0.99,0.63,12.5
0.27,0.69,1.2,0.17600000000000002,36,106,0.993,0.43,9.2
0.22,0.32,12.0,0.066,57,158,0.9990000000000001,0.43,9.0
0.25,0.13,1.2,0.040999999999999995,81,174,0.992,0.42,9.8
0.28,0.34,8.9,0.048,32,111,0.995,0.54,11.0
0.26,0.34,15.1,0.06,42,162,0.997,0.52,10.5
0.28,0.22,9.5,0.04,30,111,0.993,0.31,10.8
0.24,0.28,11.5,0.05,34,163,0.997,0.45,9.5
0.16,0.35,1.8,0.042,26,105,0.99,0.75,12.4
0.53,0.29,4.3,0.069,20,114,0.99,0.59,13.4
0.33,0.26,15.6,0.049,67,210,0.9990000000000001,0.68,9.5
0.39,0.26,2.7,0.038,39,187,0.993,0.5,10.8
0.23,0.15,9.7,0.048,101,207,0.996,0.3,9.1
0.43,0.28,9.4,0.055999999999999994,29,183,0.996,0.43,9.4
0.23,0.38,11.1,0.034,15,123,1.0,0.55,9.7
0.24,0.38,1.0,0.027000000000000003,31,90,0.9890000000000001,0.36,12.3
0.24,0.31,18.3,0.046,40,142,1.0,0.41,8.7
0.19,0.21,1.7,0.045,57,135,0.993,0.44,9.5
0.2,0.35,6.1,0.025,10,40,0.992,0.52,10.9
0.32,0.17,7.6,0.042,69,219,0.996,0.4,8.9
0.42,0.2,2.8,0.038,28,109,0.99,0.47,13.4
0.17,0.38,7.4,0.052000000000000005,49,182,0.996,0.52,9.6
0.19,0.49,4.9,0.04,44,118,0.9940000000000001,0.38,9.5
0.24,0.27,11.8,0.03,34,118,0.995,0.5,9.4
0.3,0.17,2.8,0.04,24,125,0.9940000000000001,0.46,9.0
0.26,0.4,6.3,0.047,52,172,0.996,0.53,9.5
0.25,0.32,11.3,0.038,69,192,0.996,0.5,10.2
0.16,0.22,1.3,0.046,18,66,0.993,0.55,10.3
0.25,0.36,2.1,0.034,30,177,0.991,0.4,11.9
0.15,0.29,2.3,0.033,14,82,0.991,0.58,11.2
0.12,0.36,2.2,0.037000000000000005,18,111,0.992,0.82,11.9
0.32,0.45,7.7,0.022000000000000002,31,97,0.991,0.7,12.7
0.18,0.37,1.1,0.036000000000000004,31,96,0.9890000000000001,0.48,12.0
0.29,0.49,4.7,0.034,35,156,0.995,0.45,9.9
0.22,0.37,1.2,0.059000000000000004,45,199,0.993,0.55,10.3
0.28,0.27,8.0,0.048,41,162,0.995,0.51,9.9
0.25,0.28,10.0,0.055,56,131,0.9940000000000001,0.35,10.9
0.24,0.27,11.8,0.03,34,118,0.995,0.5,9.4
0.22,0.74,2.7,0.044000000000000004,42,144,0.991,0.41,12.2
0.42,0.3,2.2,0.035,26,129,0.9890000000000001,0.47,12.9
0.15,0.35,15.8,0.042,55,158,0.996,0.37,10.6
0.36,0.2,1.6,0.271,24,140,0.9940000000000001,0.63,9.8
0.22,0.49,9.9,0.031,48,161,0.9940000000000001,0.28,11.2
0.25,0.27,10.7,0.076,47,154,0.997,0.38,9.0
0.18,0.26,1.4,0.040999999999999995,40,141,0.9940000000000001,0.72,9.5
0.18,0.3,12.8,0.062,19,171,0.998,0.52,9.0
0.23,0.19,13.7,0.052000000000000005,47,197,0.9990000000000001,0.53,9.0
0.17,0.28,2.5,0.027999999999999997,22,98,0.991,0.37,11.1
0.41,0.0,1.6,0.063,36,87,0.991,0.67,10.8
0.23,0.32,13.4,0.044000000000000004,35,169,1.0,0.47,8.8
0.22,0.31,6.3,0.028999999999999998,41,131,0.993,0.49,10.8
0.19,0.37,2.6,0.040999999999999995,24,99,0.992,0.5,10.9
0.19,0.6,4.0,0.037000000000000005,6,122,0.993,0.59,10.4
0.27,0.27,2.4,0.048,30,149,0.9940000000000001,0.51,9.2
0.37,0.3,2.2,0.033,39,107,0.9890000000000001,0.53,13.5
0.48,0.49,2.9,0.03,28,122,0.9890000000000001,0.4,13.0
0.32,0.22,1.7,0.051,50,179,0.996,0.69,8.9
0.22,0.32,1.6,0.045,40,120,0.991,0.44,10.5
0.31,0.52,1.7,0.028999999999999998,5,61,0.992,0.43,10.4
0.35,0.27,3.1,0.034,28,134,0.99,0.38,13.1
0.2,0.24,13.8,0.047,44,112,0.998,0.66,8.8
0.34,0.1,1.1,0.048,19,84,0.993,0.38,9.8
0.2,0.3,14.2,0.055999999999999994,53,213,0.9990000000000001,0.46,8.9
0.22,0.19,1.1,0.064,36,191,0.993,0.5,9.5
0.27,0.43,7.8,0.055999999999999994,48,244,0.996,0.51,9.0
0.19,0.45,1.5,0.045,17,96,0.992,0.39,11.0
0.35,0.26,1.9,0.043,15,134,0.9940000000000001,0.38,9.5
0.38,0.14,3.9,0.06,27,113,0.993,0.34,9.2
0.49,0.43,2.5,0.036000000000000004,32,116,0.9940000000000001,0.47,10.7
0.33,0.64,13.2,0.055999999999999994,12,105,0.997,0.39,9.2
0.19,0.37,13.1,0.033,52,151,0.997,0.79,10.4
0.2,0.36,1.9,0.043,24,111,0.992,0.54,11.3
0.36,0.47,1.4,0.145,26,124,0.993,0.56,10.1
0.33,0.43,9.2,0.046,22,126,0.998,0.47,9.3
0.36,0.3,4.8,0.049,14,85,0.993,0.39,10.6
0.25,0.31,3.2,0.03,32,150,0.99,0.31,12.0
0.29,0.45,14.3,0.054000000000000006,30,181,0.9990000000000001,0.57,9.1
0.27,0.31,2.4,0.013999999999999999,15,143,0.991,0.65,12.0
0.34,0.2,1.0,0.053,26,112,0.993,0.55,9.1
0.41,0.23,14.8,0.054000000000000006,28,174,0.9990000000000001,0.49,9.7
0.25,0.24,1.7,0.048,26,124,0.9940000000000001,0.6,10.1
0.2,0.24,9.2,0.044000000000000004,25,150,0.995,0.44,10.5
0.2,1.66,2.1,0.022000000000000002,34,113,0.992,0.55,12.2
0.28,0.39,8.9,0.036000000000000004,8,117,0.9940000000000001,0.38,12.0
0.71,0.1,13.0,0.044000000000000004,44,214,0.997,0.5,9.1
0.62,0.33,1.7,0.037000000000000005,24,118,0.988,0.39,13.6
0.32,0.23,1.5,0.033,39,121,0.9890000000000001,0.35,12.0
0.33,0.28,1.2,0.031,33,97,0.991,0.58,10.9
0.2,0.3,2.5,0.046,38,125,0.993,0.5,9.9
0.3,0.33,3.5,0.033,25,116,0.991,0.44,11.7
0.36,0.23,1.9,0.017,31,69,0.9890000000000001,0.36,12.5
0.3,0.5,12.1,0.045,38,127,0.997,0.53,8.9
0.41,0.24,14.0,0.048,24,113,0.998,0.53,9.8
0.18,0.31,1.5,0.038,16,84,0.992,0.58,10.1
0.3,0.33,2.3,0.043,28,125,0.991,0.44,12.6
0.37,0.24,6.1,0.032,19,86,0.9890000000000001,0.26,13.4
0.22,0.35,1.4,0.05,23,83,0.99,0.48,12.0
0.3,0.49,8.2,0.055,49,188,0.997,0.58,9.7
0.41,0.01,2.8,0.048,39,137,0.9940000000000001,0.35,9.5
0.26,0.39,6.4,0.171,64,200,0.996,0.38,9.4
0.32,0.35,11.7,0.028999999999999998,3,46,0.9940000000000001,0.34,11.8
0.11,0.32,4.6,0.057,59,144,0.996,0.44,9.4
0.25,0.23,14.9,0.039,47,142,0.997,0.35,9.7
0.23,0.33,12.8,0.055999999999999994,44,169,0.998,0.42,9.8
0.28,0.27,4.7,0.03,56,140,0.99,0.42,12.5
0.35,0.51,1.2,0.028999999999999998,10,102,0.99,0.42,11.9
0.27,0.26,11.0,0.03,2,82,0.9940000000000001,0.36,11.2
0.35,0.26,6.8,0.034,36,120,0.992,0.4,11.5
0.2,0.33,1.5,0.039,36,110,0.99,0.65,12.0
0.36,0.5,1.0,0.127,63,178,0.992,0.45,9.7
0.21,0.49,14.5,0.06,50,170,0.9990000000000001,0.44,9.8
0.2,0.68,12.9,0.042,56,160,0.998,0.41,8.7
0.26,0.4,1.3,0.047,12,139,0.995,0.53,10.4
0.37,0.15,2.0,0.028999999999999998,27,87,0.99,0.59,12.6
0.19,0.29,1.1,0.047,67,152,0.992,0.59,11.1
0.36,0.57,15.0,0.052000000000000005,35,256,1.0,0.64,8.6
0.25,0.29,1.1,0.068,39,124,0.991,0.58,11.0
0.23,0.45,2.1,0.027000000000000003,43,104,0.991,0.52,11.3
0.53,0.16,2.7,0.036000000000000004,34,128,0.9890000000000001,0.53,13.2
0.27,0.25,1.8,0.040999999999999995,9,109,0.993,0.54,9.0
0.21,0.5,11.6,0.042,45,153,0.997,0.43,8.8
0.15,0.3,5.3,0.05,40,127,0.9940000000000001,0.39,9.7
0.18,0.31,1.4,0.057999999999999996,38,167,0.993,0.53,10.0
0.23,0.36,7.0,0.036000000000000004,43,161,0.9940000000000001,0.32,11.0
0.27,0.41,1.3,0.052000000000000005,16,142,0.995,0.47,10.0
0.24,0.29,15.3,0.044000000000000004,39,194,0.998,0.47,9.6
0.22,0.37,15.5,0.048,70,203,0.9990000000000001,0.77,9.4
0.11,0.31,1.3,0.037000000000000005,55,145,0.991,0.41,11.1
0.23,0.38,1.3,0.032,29,112,0.993,0.54,9.7
0.17,0.74,3.6,0.05,29,128,0.993,0.4,12.4
0.15,0.41,12.9,0.044000000000000004,80,183,0.997,0.78,10.2
0.31,0.32,1.2,0.024,20,166,0.992,0.54,9.8
0.34,0.24,18.4,0.05,33,184,0.9990000000000001,0.61,9.3
0.23,0.25,18.8,0.085,19,111,1.0,0.51,8.7
0.15,0.27,1.4,0.040999999999999995,51,117,0.991,0.38,11.2
0.26,0.29,12.4,0.044000000000000004,62,240,0.997,0.42,9.2
0.17,0.27,9.9,0.047,26,101,0.996,0.5,9.9
0.2,0.25,1.2,0.038,34,128,0.992,0.44,10.1
0.36,0.41,19.4,0.07,67,207,1.001,0.53,9.1
0.39,0.34,7.4,0.02,38,133,0.992,0.44,12.0
0.21,0.33,1.2,0.039,34,97,0.991,0.75,11.2
0.29,0.3,16.0,0.036000000000000004,58,201,1.0,0.67,9.0
0.27,0.12,1.3,0.040999999999999995,62,138,0.992,0.42,10.0
0.24,0.22,12.3,0.051,35,146,0.997,0.67,9.4
0.3,0.36,4.5,0.054000000000000006,31,203,0.995,0.57,10.4
0.12,0.29,2.0,0.038,73,166,0.9890000000000001,0.25,12.9
0.34,0.31,2.0,0.03,38,142,0.9890000000000001,0.41,12.9
0.2,0.38,11.8,0.055,51,170,1.0,0.82,8.9
0.24,0.35,6.4,0.048,44,172,0.9940000000000001,0.55,10.5
0.14,0.3,1.3,0.033,25,91,0.993,0.39,10.6
0.19,0.27,13.9,0.057,45,155,0.998,0.41,8.8
0.28,0.39,8.7,0.051,32,141,0.996,0.53,10.5
0.43,0.26,5.2,0.043,40,176,0.991,0.41,12.3
0.14,0.38,1.0,0.040999999999999995,22,81,0.99,0.54,11.4
0.21,0.58,17.1,0.049,62,213,1.001,0.51,9.3
0.21,0.29,11.7,0.048,49,147,0.995,0.38,10.8
0.29,0.21,15.6,0.043,20,142,0.997,0.54,10.1
0.13,0.38,1.8,0.046,14,114,0.993,0.9,11.7
0.34,0.43,1.6,0.040999999999999995,29,114,0.99,0.44,12.6
0.22,0.31,2.7,0.03,41,136,0.99,0.37,12.7
0.3,0.22,1.4,0.046,16,135,0.993,0.77,10.4
0.33,0.38,1.7,0.062,51,344,0.996,0.7,9.5
0.44,0.18,7.7,0.096,28,210,0.998,0.72,9.2
0.21,0.34,1.4,0.049,36,112,0.991,0.5,11.0
0.16,0.49,1.2,0.055,18,150,0.992,0.47,11.2
0.22,0.31,6.3,0.028999999999999998,41,131,0.993,0.49,10.8
0.16,0.25,9.8,0.049,60,137,0.995,0.38,10.0
0.25,0.74,7.8,0.045,52,209,0.996,0.42,9.2
0.25,0.28,7.2,0.04,46,179,0.995,0.6,10.1
0.34,0.49,9.0,0.033,39,180,0.9940000000000001,0.38,12.3
0.26,0.21,12.5,0.034,36,152,0.997,0.43,9.5
0.24,0.28,1.4,0.038,40,76,0.987,0.29,13.9
0.32,0.15,8.1,0.046,51,180,0.996,0.45,8.9
0.23,0.25,1.6,0.036000000000000004,28,143,0.993,0.54,10.3
0.17,0.31,4.8,0.034,34,132,0.9940000000000001,0.48,9.6
0.12,0.49,6.4,0.042,49,161,0.995,0.44,10.4
0.57,0.1,8.3,0.094,23,188,0.997,0.47,9.2
0.24,0.74,1.4,0.172,24,108,0.993,0.39,9.9
0.33,0.26,5.0,0.027000000000000003,46,143,0.992,0.43,11.2
0.23,0.24,0.9,0.031,29,86,0.9890000000000001,0.38,12.2
0.25,0.24,3.6,0.057,13,85,0.9940000000000001,0.48,9.5
0.3,0.42,14.3,0.045,45,213,0.9990000000000001,0.63,9.2
0.25,0.36,2.1,0.034,30,177,0.991,0.4,11.9
0.36,0.37,4.8,0.019,39,114,0.99,0.49,12.7
0.35,0.56,13.8,0.048,55,190,0.9990000000000001,0.58,9.4
0.27,0.34,10.5,0.043,49,228,0.997,0.41,10.4
0.5,0.18,2.0,0.036000000000000004,23,129,0.9890000000000001,0.77,13.4
0.28,0.28,4.3,0.026000000000000002,22,105,0.9890000000000001,0.64,13.1
0.31,0.26,7.8,0.031,23,90,0.9940000000000001,0.5,10.4
0.58,0.07,6.9,0.043,34,149,0.9940000000000001,0.57,9.7
0.25,0.36,13.1,0.05,35,200,0.9990000000000001,0.46,8.9
0.19,0.39,1.0,0.032,14,71,0.9890000000000001,0.38,13.0
0.28,0.42,14.4,0.04,49,173,0.9990000000000001,0.82,9.0
0.53,0.02,1.0,0.036000000000000004,39,107,0.993,0.32,9.0
0.31,0.43,7.0,0.047,18,87,0.996,0.64,10.6
0.26,0.23,10.6,0.034,23,111,0.993,0.28,11.5
0.22,0.27,4.5,0.036000000000000004,81,157,0.993,0.76,10.7
0.44,0.04,18.6,0.039,38,128,0.9990000000000001,0.57,10.2
0.18,0.39,1.9,0.054000000000000006,23,91,0.9940000000000001,0.45,10.3
0.18,0.31,11.7,0.051,24,94,0.997,0.44,9.5
0.37,0.36,1.0,0.034,17,93,0.991,0.32,11.7
0.26,0.3,1.8,0.043,25,121,0.9940000000000001,0.61,10.2
0.15,0.38,1.2,0.038,18,110,0.992,0.43,11.1
0.4,0.18,9.0,0.051,29,259,0.996,0.5,8.8
0.28,0.23,4.2,0.038,13,95,0.9890000000000001,0.7,13.1
0.43,0.25,2.4,0.034,23,87,0.991,0.41,11.4
0.21,0.36,18.1,0.046,32,133,1.0,0.48,8.8
0.32,0.38,4.8,0.033,23,94,0.991,0.42,11.8
0.25,0.31,12.4,0.059000000000000004,52,181,0.998,0.47,9.8
0.2,0.41,2.1,0.054000000000000006,24,166,0.995,0.62,10.5
0.26,0.49,6.4,0.037000000000000005,37,161,0.995,0.53,9.7
0.19,0.3,0.8,0.043,33,144,0.9940000000000001,0.39,9.1
0.29,0.31,7.4,0.034,37,154,0.9940000000000001,0.31,10.8
0.44,0.62,11.8,0.044000000000000004,52,152,0.998,0.46,8.7
0.15,0.28,14.7,0.051,29,149,0.998,0.39,9.0
0.16,0.34,1.4,0.028999999999999998,29,133,0.991,0.64,11.5
0.44,0.24,11.2,0.031,41,167,0.995,0.43,11.3
0.31,0.23,3.3,0.052000000000000005,34,113,0.9940000000000001,0.48,8.4
0.33,0.44,7.0,0.05,29,155,0.996,0.42,9.5
0.22,0.42,14.6,0.044000000000000004,45,163,1.0,0.69,8.6
0.41,0.2,12.6,0.032,54,136,0.995,0.43,10.6
0.58,0.27,12.2,0.033,37,116,0.996,0.39,10.8
0.24,0.45,1.2,0.033,11,59,0.993,0.47,10.8
0.28,0.32,7.6,0.045,61,204,0.995,0.55,10.1
0.3,0.28,5.0,0.042,36,168,0.995,0.69,9.5
0.41,0.3,3.2,0.03,49,164,0.993,0.79,11.7
0.14,0.25,1.3,0.047,37,173,0.993,0.46,10.0
0.48,0.12,4.5,0.05,23,86,0.9940000000000001,0.35,9.0
0.43,0.3,1.5,0.05,7,175,0.995,0.45,9.7
0.41,0.22,7.3,0.035,23,117,0.992,0.39,11.9
0.39,0.39,11.1,0.034,25,204,0.996,0.52,10.0
0.24,0.31,13.1,0.05,26,180,0.9990000000000001,0.53,9.1
0.3,0.49,4.7,0.036000000000000004,17,105,0.992,0.68,12.4
0.27,0.52,8.1,0.044000000000000004,53,202,0.995,0.48,9.5
0.35,0.37,2.5,0.066,29,89,0.99,0.42,12.7
0.44,0.27,8.4,0.057,60,160,0.993,0.36,11.8
0.43,0.3,3.5,0.033,27,135,0.991,0.37,12.0
0.34,0.23,6.3,0.039,37,143,0.9940000000000001,0.65,10.0
0.39,0.34,10.0,0.055999999999999994,35,178,0.997,0.6,10.2
0.2,0.3,2.0,0.039,43,188,0.991,0.41,12.0
0.27,0.24,3.8,0.057999999999999996,19,115,0.996,0.45,8.9
0.4,0.32,6.0,0.034,50,127,0.992,0.58,12.5
0.25,0.41,1.8,0.037000000000000005,52,165,0.991,0.39,12.2
0.17,0.41,1.6,0.052000000000000005,24,126,0.992,0.49,10.8
0.49,0.32,5.2,0.043,18,104,0.995,0.45,10.7
0.19,0.31,14.5,0.045,39,193,0.9990000000000001,0.5,9.2
0.28,0.27,5.2,0.04,44,179,0.995,0.69,9.4
0.27,0.34,1.8,0.027999999999999997,26,168,0.991,0.48,12.1
0.17,0.26,7.4,0.052000000000000005,45,128,0.9940000000000001,0.37,10.0
0.17,0.24,9.6,0.11900000000000001,56,178,0.996,0.44,10.2
0.2,0.26,4.5,0.086,37,133,0.996,0.42,9.2
0.11,0.34,12.2,0.05,57,146,0.997,0.37,9.0
0.2,0.27,6.3,0.048,30,143,0.997,0.5,9.1
0.24,0.28,1.8,0.027999999999999997,39,132,0.992,0.46,11.4
0.31,0.37,8.4,0.031,70,170,0.993,0.4,11.7
0.38,0.18,1.2,0.042,20,84,0.993,0.45,10.1
0.37,0.32,1.6,0.04,32,166,0.992,0.55,11.3
0.14,0.33,7.6,0.05,53,189,0.997,0.49,8.6
0.32,0.22,16.7,0.046,38,133,0.998,0.67,10.4
0.44,0.28,4.3,0.032,43,132,0.992,0.47,11.3
0.45,0.3,11.8,0.094,23,97,0.997,0.44,9.6
0.32,0.23,16.2,0.055,36,176,0.9990000000000001,0.54,9.1
0.22,0.3,13.6,0.055,50,180,0.998,0.39,9.8
0.29,0.28,9.3,0.048,50,141,0.995,0.49,10.3
0.34,0.66,15.9,0.046,26,164,0.998,0.5,8.8
0.18,0.28,1.0,0.037000000000000005,24,88,0.991,0.55,10.7
0.26,0.0,10.2,0.038,13,111,0.993,0.46,12.4
0.67,0.09,1.0,0.02,5,9,0.987,0.34,13.6
0.18,0.28,7.1,0.040999999999999995,29,110,0.997,0.42,9.2
0.33,0.16,1.5,0.049,10,97,0.992,0.44,10.7
0.32,0.33,9.9,0.032,22,90,0.993,0.43,12.1
0.3,0.36,4.6,0.024,20,198,0.992,0.66,11.9
0.22,0.5,16.4,0.048,36,182,0.9990000000000001,0.49,8.8
0.27,0.22,8.6,0.048,54,198,0.996,0.41,10.2
0.28,0.52,6.2,0.027999999999999997,37,104,0.992,0.51,11.8
0.16,0.31,6.9,0.059000000000000004,31,131,0.995,0.34,9.7
0.15,0.29,1.8,0.044000000000000004,21,115,0.992,0.38,10.2
0.21,0.31,1.7,0.06,34,110,0.996,0.69,10.5
0.38,0.26,7.7,0.053,20,103,0.993,0.45,12.2
0.53,0.35,3.8,0.034,26,109,0.991,0.57,12.7
0.17,0.36,8.2,0.027999999999999997,44,111,0.993,0.41,12.4
0.3,0.22,10.2,0.049,57,191,0.997,0.4,9.3
